permitnumber,address,typeofwork,commercialorresidential,occupancytype,approvedscopeofwork,permitissuedate,lng,lat
RP-2021-005504,1240 E OXFORD ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF A THREE (3) STORY ATTACHED STRUCTURE OF CONSTRUCTION TYPE V-B WITH BASEMENT, ROOF DECK, ROOF DECK ACCESS STRUCTURE, AND INTERIOR TWO-VEHICLE GARAGE FOR USE AS A SINGLE-FAMILY DWELLING. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13D. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2015 IRC. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O., SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.

[AMENDMENT 1/5/2024 FOR REVISIONS TO INTERIOR STAIRS (NEW WINDER STAIRS) AS PER APPROVED PLANS.]",2021-11-17 05:00:00+00,-75.13186507947293,39.970948000562416
PP-2021-024474,1934 S NORWOOD ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2021-015054,2022-07-22 04:00:00+00,-75.18148409951462,39.9276207107718
CP-2020-005289,2630 W GIRARD AVE,New Construction,Commercial,R-2 Residential (>2 Dwellings),"NEW CONSTRUCTION OF A THREE STORY, EIGHT FAMILY DWELLING (QUAD PAIR 10) WITH MEZZANINE AND WALK OUT ROOF DECK  AT MEZZANINE LEVEL AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. *2018 IBC REVIEW*
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK** 

AMENDMENT APPROVED 12/11/22
AMEND NEW CONSTRUCTION PERMIT CP-2020-005289 FOR REVISIONS TO INTERIOR AND EXTERIOR BUILDING LAYOUT AS PER APPROVED PLANS. ",2021-10-06 04:00:00+00,-75.18015994963486,39.97359773103066
1023762,5046 BALTIMORE AVE,New Construction or Additions,Commercial,,INSTALLATION OF PLUMBING SYSTEM FOR 3 STORY MULTIFAMILY MIXED USE BUILDING PER 2018 PHILA PLUMBING CODE,2020-01-21 15:47:20+00,-75.22487096032442,39.94757681058642
PP-2025-007809,3748 LANCASTER AVE,New Construction or Additions,Commercial,,"FIT-OUT OF RESTAURANT. INTERIOR INSTALLATION OF DRAINAGE, WASTE, VENT, AND WATER SUPPLY FOR LISTED FIXTURES CONNECTING TO EXISTING METALLIC PIPING. ALL PIPING LOCATED IN AND PROVIDED FOR COMMERCIAL SPACE SHALL BE METALLIC TO ROOF TERMINATION. ALL VENTING TO BE DESIGNED AND INSTALLED IN ACCORDANCE WITH SECTION 919 PHILADELPHIA SINGLE STACK VENT SYSTEM. BACKFLOW PREVENTER AND AIR GAPS WITH BE PROVIDED ON ALLFOOD PREP FIXTURES WHERE SPECIFIED IN CODE. ALL WORK TO BE PREFORMED IN STRICT COMPLIANCE WITH 2018 PPC AND APPROVED PLANS.",2025-06-24 04:00:00+00,-75.19659571971823,39.959828030800544
PP-2024-000824,4171 MANTUA AVE,New Construction or Additions,Commercial,,"Installation of 4 kitchens, 4 laundries, 8 toilets, 8 lavatories, 8 tubs/showers, 4 hot water heaters",2024-02-01 05:00:00+00,-75.20808915033567,39.97168843099912
PP-2023-000264,2612 S 9TH ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2022-009787,2024-08-15 04:00:00+00,-75.16293559032442,39.91674130114717
CP-2024-005163,1233 W BUTLER ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),"NEW CONSTRUCTION OF A THREE (3) STORY, FIVE (5) FAMILY DWELLING AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13. SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK. *2018 IBC REVIEW*",2024-10-26 04:00:00+00,-75.14838677024404,40.010730621116096
FP-2025-001308,2016 MORRIS ST,New Construction,Residential,,FOR THE INSTALLATION OF SPRINKLER SYSTEM PER NFPA 13D WITH 1-INCH COMBINED SERVICE LINE AS PER APPROVED PLANS.,2025-06-28 04:00:00+00,-75.17881137993896,39.93040487130696
CP-2021-001011,2509 N 7TH ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),NEW CONSTRUCTION OF A THREE (3) STORY MULTI-FAMILY DWELLING (IBC 2018) WITH ROOF DECK AND PILOTHOUSE (FOR ACCESS TO ROOF DECK ONLY) AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13. **SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**,2021-07-07 04:00:00+00,-75.1441487495492,39.989841030886
FP-2025-002373,2622 E HAROLD ST,New Construction,Residential,,INSTALLATION OF A ONE&HALF (1 ½”) INCH COMBINED SERVICE LINE FOR A FIRE & DOMESTIC SUPPLY LINE AND FIRE SERVICE LINE WITH REMOTE TOILET CONNECTION PER PLANS. FOR A MULTIPURPOSE RESIDENTIAL FIRE SPRINKLER SYSTEM IN ACCORDANCE WITH NFPA 13D IN A 3-STORY STRUCTURE WITH PILOT HOUSE. SEPARATE PERMIT REQUIRE FOR ALL PLUMBING WORK,2025-12-22 05:00:00+00,-75.1172362294953,39.97781999079461
RP-2023-010069,538 N 54TH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR NEW CONSTRUCTION OF A THREE (3) STORY WOOD-FRAME ATTACHED STRUCTURE (BUILDING C) ON REINFORCED CONCRETE FOOTINGS/FOUNDATIONS . FOR USE AS A TWO-FAMILY DWELLING THROUGHOUT. BUILDING SHALL BE FULLY SPRINKLERED (13D), SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS. *PROTECTION OF RIGHT-OF-WAY / PEDESTRIANS / ADJACENT PROPERTIES REQUIRED DURING ALL CONSTRUCTION.*ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2023-12-20 05:00:00+00,-75.22852014973597,39.96871062110318
RP-2025-000116,2112 MASTER ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),FOR THE ERECTION OF AN ATTACHED BUILDING AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR MEP & FP WORK. ,2025-02-21 05:00:00+00,-75.1707664594537,39.97585235117244
MP-2020-000484,13 N SALFORD ST,New Construction,Commercial,,"For the installation of a mechanical HVAC system (including all ductwork, registers, diffusers, appliances, etc.) within a Group B occupancy (Space #110B; Councilman Jones' Office) on the 1st floor of a new mixed-use structure, as per plans; no other work on this permit; see AP#1038452 for building permit.",2020-06-11 04:00:00+00,-75.23975742003978,39.962531401009265
1049486,1508 S LECOUNT ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING NOT REQUIRED AS IDENTIFIED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13D) WORK. (UNDERPINNNING IS  PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IRC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2020-07-29 04:00:00+00,-75.18907672987605,39.93414422051229
MP-2021-005372,1537 N 33RD ST,New Construction,Commercial,,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES
For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 
MULTI FAMILY
EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.
Installation of three (3) HVAC system with Duct work
Airhandler 3.0 ton, 1200 Cfm, Heat Packed 10 kWt -3pc
Heat Pump 3 ton,14 Seer, 36000Btu -3pc",2021-08-25 04:00:00+00,-75.1883972404103,39.98089897103609
PP-2020-008885,4721 SALMON ST,New Construction or Additions,Residential,,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-11-24 05:00:00+00,-75.06703185001192,40.00118402079647
CP-2024-003057,1609 W NORRIS ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A PILOTHOUSE AS PER APPROVED PLANS. FOR USE AS THREE DWELLING UNITS. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13. SEPARATE PERMITS REQUIRED FOR MEP & FP WORK.,2024-11-15 05:00:00+00,-75.1607393096932,39.98385980087344
MP-2020-005653,2001 BEACH ST,New Construction,Residential,,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER 13R WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. RP-2020-003735 (MASTER PLAN)",2021-09-10 04:00:00+00,-75.11693210992816,39.971272101012175
CP-2022-003892,822 N 40TH ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),"FOR NEW CONSTRUCTION OF A TREE-STORY ATTACHED STRUCTURE  WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE . FOR USE AS A MULTI-FAMILY FOR SEVEN(7) LIVING DWELLINGS THROUGHOUT. BUILDING SHALL BE FULLY SPRINKLERED  PER NFPA13. SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS. **PROTECTION OF RIGHT-OF-WAY / PEDESTRIANS / ADJACENT PROPERTIES REQUIRED DURING ALL CONSTRUCTION.**ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. ",2022-12-19 05:00:00+00,-75.20349720943109,39.968115151117104
PP-2021-019489,3415 MESSINA WAY,New Construction or Additions,Residential,,"Sewer and water from curb trap into house
Sewer and water from street into curb is part of a private infrastructure",2021-10-25 04:00:00+00,-75.19044054055067,39.90928649086368
PP-2024-002461,2613 E TIOGA ST,New Construction or Additions,Residential,,Plumbing Permit (Water Distribution) for combo RP-2023-012896,2025-05-01 04:00:00+00,,
PP-2023-002185,5329 MARKET ST,New Construction or Additions,Commercial,,"INSTALL 6 WATER CLOSETS, 2 LAVATORIES, 1 HOT WATER HEATER 6 FOOT WASHERS, AND 6 HUB DRAINS ACCORDING TO THE 2018 PPC AND PER PLANS.",2023-06-22 04:00:00+00,-75.2280097694927,39.96064699089614
PP-2020-010975,2500 E TIOGA ST,New Construction or Additions,Residential,,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO (2) FAMILY HOUSEHOLD LIVING. BUILDING TO BE SPRINKERED IN ACCORDANCE WITH MINIMUM 13D SYSTEM.  PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.TOWNHOUSE #32- TYPE 1,2020-12-03 05:00:00+00,-75.09823219002979,39.990061931241826
EP-2024-009615,2632 N 11TH ST,New Construction,Commercial,,"INSTALL A 400 AMP SERVICE, 400 AMP (4) GANG METER BANK, (3) 150 PANELS & FEEDERS, (1) 100 AMP PANEL & FEEDER. INSTALL WIRING THROUGHOUT THE COMMON AREAS & THREE DWELLING UNITS. INSTALL LIGHTS NORMAL & EMERGENCY, SWITCHES, SENSORS, RECEPTACLES & SMOKE ALARMS. PROVIDE POWER FOR THE MECHANICAL & HVAC EQUIPMENT. INSTALL A FIRE ALARM SYSTEM THROUGHOUT. ALL WORK IN ACCORDANCE WITH THE 2017 NEC. ",2025-02-07 05:00:00+00,-75.1496217899885,39.992483380825625
RP-2024-011703,747 N CAPITOL ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT AND EXCAVATION PLAN. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13R) WORK. UNDERPINNING IS NOT PART OF THIS PERMIT. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY***6/2/25-AMENDED-Revision to rear yard to included retaining wall as per plan. ",2024-12-05 05:00:00+00,-75.17033773031253,39.96859975101126
PP-2024-001209,717 S 15TH ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2023-004179,2024-07-01 04:00:00+00,-75.16732626055746,39.94242368052441
MP-2024-002223,2142 N FRANKLIN ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2024-004559,2024-07-01 04:00:00+00,-75.1464622000104,39.984315411350224
MP-2024-003657,619 S 18TH ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2024-007181,2025-01-10 05:00:00+00,-75.17184802022196,39.943867970830404
MP-2021-008994,409 BUDD ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2021-014782,2024-10-18 04:00:00+00,-75.20435656050427,39.96061932100047
PP-2024-005770,2035 PIERCE ST,New Construction or Additions,Residential,,"INSTALL 1-KS, 2-WC, 2-LAV, 2 TUB, 1 LS, 1 HWH.",2024-04-22 04:00:00+00,-75.17929906038734,39.92993483077894
RP-2022-009764,1643 N 6TH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE CONSTRUCTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE.   FOR A  SINGLE-FAMILY HOUSEHOLD LIVING WITH ACCESSORY OFF STREET PARKING.  AS PER PLANS.  BUILDING SHALL BE FULLY SPRINKLERED WITH NFPA-13 COMPLIANT SYSTEM (DESIGNED AND INSTALLED BY OTHERS). MECHANICAL, ELECTRICAL, AND PLUMBING WORK SHALL BE SUBMITTED AND APPROVED UNDER SEPARATE PERMIT APPLICATIONS. ",2022-11-18 05:00:00+00,-75.14515437957218,39.97674434051433
1047871,1920 ELLSWORTH ST,New Construction,Residential,,INSTALL (1) HVAC UNIT WITH DUCTWORK.,2020-02-10 18:18:00+00,-75.17566691951163,39.93780052073851
EP-2024-002904,4050 CONSHOHOCKEN AVE,New Construction,Residential,,Electrical Permit for combo RP-2024-002634,2024-12-12 05:00:00+00,-75.21287778965673,40.001192930634005
MP-2023-002739,614 S 13TH ST,New Construction,Commercial,,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, ROOFTOP UNITS, DUCTLESS SYSTEMS, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION",2023-11-07 05:00:00+00,-75.16378140967485,39.942778420853514
FP-2022-001963,3837 WALLACE ST,New Construction,Commercial,,FOR THE INSTALLATION OF A 2-INCH FIRE SERVICE LINE FOR AN AUTOMATIC FIRE SUPPRESSION SPRINKLER SYSTEM WITH A BACKFLOW PREVENTION ASSEMBLY IN ACCORDANCE WITH NFPA 13. ALL WORK SHALL BE DONE IN ACCORDANCE WITH APPROVED PLANS/HYDRAULIC CALCULATIONS.,2022-07-29 04:00:00+00,-75.19904427963345,39.96463886101724
PP-2024-008926,8327 RIDGE AVE,New Construction or Additions,Commercial,,"INSTALL 1 BUILDING DRAIN, 1 CURB TRAP, 1 FAI, 36 WASHING MACHINE BOXES, 37 FLOOR DRAINS, 42 LAVATORIES, 36 HOT WATER HEATERS,
1 DOMESTIC WATER BOOSTER PUMP, 42 WATER CLOSETS, 42 SHOWER/TUBS, 36 KITCHEN SINKS, 36 DISH WASHERS, 3 FREEZE PROOF ROOF HYRANTS,
1 EJECTOR SUMP PUMP, 10 ROOF DRAINS, 1 BACKFLOW PREVENTER, 1 HOSE BIBB AND 1 AREA DRAIN ACCORDING TO THE 2018 PPC AND PER PLANS.",2024-07-02 04:00:00+00,-75.23825061946118,40.06086517062544
PP-2022-015782,2733 INGRAM ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2022-003835,2023-05-24 04:00:00+00,-75.18955713031737,39.93844120133343
1043447,1454 N LAWRENCE ST,New Construction,Residential,,"INSTALL NEW FIRE SUPPRESSION SYSTEM COMPLYING WITH NFPA 13R THROUGHOUT THE BUILDING TO INCLUDE 1"" MAIN FIRE SERVICE LINE WITH 2"" WATTS 007M1QT BACKFLOW PREVENTION ASSEMBLY AS PER APPROVED PLANS. ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.",2020-01-31 16:44:00+00,-75.14340818010636,39.97380462137997
1041991,2803 W OXFORD ST,New Construction,Commercial,,"INSTALL NEW 200AMP SERVICE WITH A 200AMP METER SOCKET,200AMP PANEL AND REWIRE KITCHEN AND BASEMENT ONLY AS PER 2014 NEC (CTRACT DISTRICT)  ",2020-01-15 18:39:00+00,-75.18072214026351,39.980368620714735
MP-2020-004637,2104 N 4TH ST,New Construction,Residential,,FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE 38 FT.) WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS. FOR A SINGLE-FAMILY HOUSEHOLD LIVING.,2020-12-11 05:00:00+00,-75.14048037000087,39.982883901316825
MP-2021-002995,2544 S PHILIP ST,New Construction,Residential,,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans.90% gas furnace 75,000 btu with 3 ton condenser and coil Ductwork 12 Supply Diffusers condenser in backyard",2021-05-24 04:00:00+00,-75.15191512010962,39.91598820100638
MP-2022-006068,1810 FEDERAL ST,New Construction,Commercial,,"FOR THE INSTALLATION OF NEW HVAC SYSTEM INCLUDING MECHANICAL APPLIANCES, REGISTERS AND DIFFUSERS WITH ASSOCIATED DUCKWORK AS PER PLANS. ",2022-12-28 05:00:00+00,-75.17400760972484,39.93665099068406
EP-2023-003057,3020 WHARTON ST,New Construction,Residential,,Electrical Permit for combo RP-2023-000499,2023-06-23 04:00:00+00,-75.19445139047586,39.937467511065705
EP-2022-009852,1205-07 S 15TH ST,New Construction,Commercial,,"Install 1000a, 3ph 120/208v main service. Install 18 gang meter module for (16) apartments, house & commercial space. Install all wiring throughout 16 apartments, house & commercial space. Install fire pump service& related equipment. Install fire alarm system throughout w/ low frequency sound in living rms and bedrooms. Install cable tv wiring . ALL WORK IS TO BE DONE ACCORDING TO APPROVED DRAWINGS-2017 NEC,2016 NFPA-72,2018 PHILA FIRE CODE.",2023-02-02 05:00:00+00,-75.16860820036703,39.93543766070775
EP-2020-005803,2034 N 2ND ST,New Construction,Residential,,INSTALL 200A 120/240V 1 PH MAIN SERVICE. INSTALL 40 CIRCUIT MAIN BREAKER PANEL. INSTALL ALL WIRING THROUGHOUT SFD. INSTALL CABLE TV WIRING AS PER 2014 NEC,2020-08-10 04:00:00+00,-75.13732564003689,39.98148976071959
EP-2020-008885,137 W HUNTINGDON ST,New Construction,Residential,,"FOR THE CONSTRUCTION OF AN ATTACHED STRUCTURE WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A TWO-FAMILY HOUSEHOLD LIVING. AS PER PLANS.*****NO UNDERPINNING ON THIS APPLICATION. SEPATATE PERMITS ARE REQUIRED FOR PLUMBING, MECH., OR ELECTRICAL WORK.******************************************************************

Amendment: The electrical inspection agency should have been Municipal. Please change agency to Municipal Inspection Agency.thank you MB",2021-05-21 04:00:00+00,-75.13246954052978,39.98960927088049
EP-2022-005141,2505 EMERALD ST,New Construction,Residential,,Electrical Permit for combo RP-2022-003836,2023-05-12 04:00:00+00,-75.12743247001157,39.985625441071825
EP-2021-002308,22 E RITTENHOUSE ST,New Construction,Commercial,,"Install 600A SERVICE 120/240 SINGLE PASE,. Install 7 gang meter module. Install all wiring throughout 6 apartments & common areas. Install complete addressable fire alarm system throughout w/ low frequency sound in all sleeping areas (living rms & bedrooms). Install cable tv wiring ALL WORK TO BE DONE ACCORDING TO APPROVED DRAWINGS-2017 NEC 2016 NFPA-72.",2021-04-01 04:00:00+00,-75.17555651964635,40.03777823092123
PP-2023-017149,1937 N 61ST ST,New Construction or Additions,Residential,,Single family dwelling. 2-WC  2-LAV  2-SHOWER/TUB  1-KS  1-LS  1-HWH,2024-01-08 05:00:00+00,-75.24271583006232,39.982133541027125
1039583,7300 CASTOR AVE,New Construction,Commercial,,"FOR THE REMOVAL OF EXISTING MECHANICAL EQUIPMENT AND FOR THE INSTALLATION OF A NEW MECHANICAL/HVAC SYSTEM FOR A NEW GROUP B/S-2 OCCUPANCY (POLICE STATION) WITHIN AN EXISTING TWO (2) STORY SEMI-DETACHED STRUCTURE, AS PER PLANS; SEE AP#949804 FOR ALTERATIONS PERMIT.",2020-01-29 14:39:00+00,-75.06577068977772,40.05211976077498
EP-2023-005811,3861 FAIRMOUNT AVE,New Construction,Commercial,,"Install 400amp service with 4 gang meter socket and grounding, 150amp panels with 30 circuits inside, wire through 4 story and house panel 100 amp, install decora devices, switches, receptacles, smoke alarms 4'' LED recessed lights, and ARCF breakers and fire alarm . ALL WORK IS TO BE DONE ACCORDING TO APPROVED DRAWINGS-2017 NEC,2016 NFPA-72,2018 PHILA FIRE CODE.",2023-07-12 04:00:00+00,-75.19968605971992,39.96570793051835
RP-2024-002613,4050 CONSHOHOCKEN AVE,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF A FOUR (4) STORY LIGHT WOOD-FRAMED STRUCTURE OF TYPE V-B CONSTRUCTION WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE FOR USE AS TWO-FAMILY DWELLING (GROUP R-3) IN ACCORDANCE WITH 2018 IBC AND APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH A MINIMUM OF A NFPA 13R AUTOMATIC SPRINKLER SYSTEM. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS INSTALLATION. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O.'s, SUBMITTAL OF AIR BARRIER CHECKLISTS AND ENVELOPE TESTING CERTIFICATES IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. APPROVED PLANS AND DOCUMENTATION ON THE FOLLOWING APPLICATION: RP-2024-002553.",2024-03-28 04:00:00+00,-75.21287778965673,40.001192930634005
